150,1,27.31,1.63,1
150,1,27.31,1.67,1
150,1,27.31,1.54,1
150,1,27.31,1.57,-1
150,1,27.31,1.64,-1
150,1,27.31,1.55,-1
150,1,27.31,1.63,-1
150,1,27.31,1.58,-1
150,1,27.31,1.38,-1
150,1,27.31,1.6,-1
150,1,27.31,1.71,-1
150,1,27.31,1.45,-1
150,1,27.31,1.54,-1
150,2,1.98,3.11,1
150,2,1.98,3.49,1
150,2,1.98,2.7,1
150,2,1.98,3.49,1
150,2,1.98,3.61,1
150,2,1.98,3.45,1
150,2,1.98,3.22,1
150,2,1.98,3.59,1
150,2,1.98,2.97,1
150,2,1.98,3.57,1
150,2,1.98,2.34,-1
150,2,1.98,2.52,-1
150,2,1.98,3.25,-1
150,2,1.98,2.56,-1
150,2,1.98,2.73,-1
150,2,1.98,2.39,-1
150,2,1.98,2.72,-1
150,2,1.98,2.97,-1
150,2,1.98,3.2,-1
150,2,1.98,3.09,-1
150,3,2.65,3.36,1
150,3,2.65,3.49,1
150,3,2.65,3.27,1
150,3,2.65,2.74,1
150,3,2.65,2.81,1
150,3,2.65,2.82,1
150,3,2.65,3.02,1
150,3,2.65,3.19,1
150,3,2.65,3.2,1
150,3,2.65,2.84,1
150,3,2.65,2.71,-1
150,3,2.65,2.4,-1
150,3,2.65,2.49,-1
150,3,2.65,2.43,-1
150,3,2.65,2.73,-1
150,3,2.65,2.85,-1
150,3,2.65,2.89,-1
150,3,2.65,2.77,-1
150,3,2.65,3.07,-1
200,1,3.5,1.98,1
200,1,3.5,2.47,1
200,1,3.5,2.15,1
200,1,3.5,2.2,1
200,1,3.5,2.33,1
200,1,3.5,2.38,1
200,1,3.5,2.03,1
200,1,3.5,1.93,1
200,1,3.5,2.13,1
200,1,3.5,2.47,1
200,1,3.5,2.14,-1
200,1,3.5,2.08,-1
200,1,3.5,1.79,-1
200,1,3.5,2.0,-1
200,1,3.5,1.92,-1
200,1,3.5,1.82,-1
200,1,3.5,1.62,-1
200,1,3.5,1.65,-1
200,1,3.5,1.88,-1
200,1,3.5,2.05,-1
200,2,2.54,2.45,1
200,2,2.54,2.21,1
200,2,2.54,2.18,1
200,2,2.54,2.46,1
200,2,2.54,2.35,1
200,2,2.54,2.03,1
200,2,2.54,2.7,1
200,2,2.54,2.34,1
200,2,2.54,2.1,1
200,2,2.54,1.82,1
200,2,2.54,1.9,-1
200,2,2.54,2.09,-1
200,2,2.54,2.36,-1
200,2,2.54,1.92,-1
200,2,2.54,2.03,-1
200,2,2.54,2.4,-1
200,2,2.54,1.97,-1
200,2,2.54,1.95,-1
200,2,2.54,2.11,-1
200,3,2.33,2.09,1
200,3,2.33,2.4,1
200,3,2.33,2.49,1
200,3,2.33,2.35,1
200,3,2.33,2.58,1
200,3,2.33,2.78,1
200,3,2.33,2.82,1
200,3,2.33,2.59,1
200,3,2.33,2.43,1
200,3,2.33,2.22,1
200,3,2.33,1.61,-1
200,3,2.33,1.99,-1
200,3,2.33,2.1,-1
200,3,2.33,2.67,-1
200,3,2.33,2.2,-1
200,3,2.33,2.29,-1
200,3,2.33,2.02,-1
200,3,2.33,2.11,-1
200,3,2.33,2.4,-1
200,3,2.33,2.43,-1
250,1,2.18,5.46,1
250,1,2.18,1.55,1
250,1,2.18,2.79,1
250,1,2.18,1.64,1
250,1,2.18,2.65,1
250,1,2.18,2.7,1
250,1,2.18,1.43,1
250,1,2.18,1.84,1
250,1,2.18,1.95,1
250,1,2.18,1.89,-1
250,1,2.18,2.05,-1
250,1,2.18,1.47,-1
250,1,2.18,2.13,-1
250,1,2.18,1.32,-1
250,1,2.18,1.9,-1
250,1,2.18,1.4,-1
250,1,2.18,1.41,-1
250,1,2.18,1.38,-1
250,2,12.38,5.86,1
250,2,12.38,5.42,1
250,2,12.38,5.65,1
250,2,12.38,5.4,1
250,2,12.38,5.22,1
250,2,12.38,5.55,1
250,2,12.38,5.88,1
250,2,12.38,5.67,1
250,2,12.38,5.34,1
250,2,12.38,5.64,1
250,2,12.38,2.5,-1
250,2,12.38,3.01,-1
250,2,12.38,3.09,-1
250,2,12.38,2.77,-1
250,2,12.38,2.87,-1
250,2,12.38,2.31,-1
250,2,12.38,3.45,-1
250,2,12.38,2.91,-1
250,2,12.38,2.66,-1
250,2,12.38,2.87,-1
250,3,11.03,16.5,1
250,3,11.03,17.0,1
250,3,11.03,19.24,1
250,3,11.03,16.53,1
250,3,11.03,20.13,1
250,3,11.03,19.44,1
250,3,11.03,17.1,1
250,3,11.03,17.86,1
250,3,11.03,18.63,1
250,3,11.03,18.41,1
250,3,11.03,5.05,-1
250,3,11.03,5.48,-1
250,3,11.03,4.77,-1
250,3,11.03,4.02,-1
250,3,11.03,4.83,-1
250,3,11.03,6.37,-1
250,3,11.03,3.93,-1
250,3,11.03,3.49,-1
250,3,11.03,3.34,-1
250,3,11.03,3.34,-1
